Week Ending,Federal Provider Number,Provider Name,Provider State,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
01/05/2025,175008,Medicalodges Wichita,KS,Yes,Yes,0,114,0,8,0,0,0,97,0,42,12,28.571,71,4,5.634
01/05/2025,175044,Brewster Health Center,KS,Yes,Yes,0,167,0,18,0,0,0,209,0,74,48,64.865,346,17,4.913
01/05/2025,175070,Medicalodges Pittsburg,KS,Yes,Yes,0,56,0,2,0,0,0,77,0,30,22,73.333,43,2,4.651
01/05/2025,175078,Legacy At College Hill,KS,Yes,Yes,2,176,0,7,0,0,0,101,2,69,41,59.42,103,17,16.505
01/05/2025,175100,"Via Christi Village Manhattan, Inc",KS,Yes,Yes,1,196,0,27,0,0,0,239,1,85,55,64.706,147,0,0
01/05/2025,175113,Legacy On 10Th Avenue,KS,Yes,Yes,0,42,0,3,0,0,0,24,0,53,0,0,45,2,4.444
01/05/2025,175122,Delmar Gardens Of Lenexa,KS,Yes,Yes,2,260,0,17,0,0,0,126,0,171,121,70.76,245,192,78.367
01/05/2025,175123,Merriam Gardens Healthcare & Rehabilitation,KS,Yes,Yes,0,153,0,17,0,0,0,95,0,79,50,63.291,97,0,0
01/05/2025,175126,Valley View Senior Life,KS,Yes,Yes,0,135,0,15,0,0,0,136,0,67,52,77.612,138,13,9.42
01/05/2025,175130,Meadowbrook Rehabilitation Hospital,KS,Yes,Yes,0,146,0,7,0,0,0,129,0,106,45,42.453,128,3,2.344
01/05/2025,175133,Diversicare Of Haysville,KS,Yes,Yes,0,177,0,19,0,0,0,137,0,87,70,80.46,97,97,100
01/05/2025,175135,Medicalodges Post Acute Care Center,KS,Yes,Yes,0,101,0,18,0,0,0,72,0,27,6,22.222,69,1,1.449
01/05/2025,175141,Medicalodges Atchison,KS,Yes,Yes,0,85,0,0,0,0,0,104,0,39,26,66.667,67,1,1.493
01/05/2025,175145,Brookside Retirement Community,KS,Yes,Yes,0,22,0,0,0,0,0,35,0,50,39,78,76,3,3.947
01/05/2025,175154,Lexington Park Nursing & Post Acute Center,KS,Yes,Yes,0,126,0,10,0,0,0,177,0,74,32,43.243,177,0,0
01/05/2025,175157,Life Care Center Of Andover,KS,Yes,Yes,0,163,0,7,0,0,0,106,0,89,37,41.573,185,5,2.703
01/05/2025,175158,Garden Terrace At Overland Park,KS,Yes,Yes,0,367,0,46,0,0,0,185,0,149,111,74.497,247,33,13.36
01/05/2025,175159,Providence Place,KS,Yes,Yes,0,74,0,5,0,0,0,66,0,47,14,29.787,64,7,10.938
01/05/2025,175162,Medicalodges Leavenworth,KS,Yes,Yes,0,57,0,0,0,0,0,64,0,32,20,62.5,56,2,3.571
01/05/2025,175165,Rolling Hills Health Center,KS,Yes,Yes,0,143,0,15,0,0,0,116,0,45,23,51.111,62,0,0
01/05/2025,175168,Excel Healthcare And Rehab Wichita,KS,Yes,Yes,0,224,0,12,0,0,0,113,0,108,60,55.556,125,0,0
01/05/2025,175172,Excel Healthcare And Rehab Topeka,KS,Yes,Yes,0,207,0,13,0,0,0,100,0,93,55,59.14,112,0,0
01/05/2025,175175,Garden Valley Retirement Village,KS,Yes,Yes,0,93,0,9,0,0,0,88,0,51,26,50.98,87,1,1.149
01/05/2025,175180,Excel Healthcare And Rehab Overland Park,KS,Yes,Yes,0,120,0,13,0,0,0,80,0,100,0,0,109,0,0
01/05/2025,175183,Villa St Joseph,KS,Yes,Yes,0,90,0,4,0,0,0,64,0,81,63,77.778,122,1,0.82
01/05/2025,175184,Pinnacle Park Nursing & Rehab Center,KS,Yes,Yes,0,160,0,22,0,0,0,131,0,58,34,58.621,145,19,13.103
01/05/2025,175187,Prairie Ridge Health & Rehabilitation,KS,Yes,Yes,0,99,0,6,0,0,0,87,0,65,34,52.308,88,0,0
01/05/2025,175191,Stoneybrook Retirement Community,KS,Yes,Yes,4,80,0,5,0,0,0,89,3,35,19,54.286,58,3,5.172
01/05/2025,175200,Kenwood View Healthcare And Rehabilitation Center,KS,Yes,Yes,0,119,0,5,0,0,0,168,0,63,35,55.556,67,1,1.493
01/05/2025,175201,Downs Care And Rehab,KS,Yes,Yes,0,107,0,6,0,0,0,92,0,35,23,65.714,76,0,0
01/05/2025,175202,"Colby Operator, Llc",KS,Yes,Yes,0,87,0,5,0,0,0,57,0,31,0,0,54,0,0
01/05/2025,175205,Wilson Care And Rehab,KS,Yes,Yes,0,91,0,4,0,0,0,91,0,38,20,52.632,56,0,0
01/05/2025,175208,Pittsburg Care And Rehab,KS,Yes,Yes,0,154,0,17,0,0,0,106,0,55,22,40,72,0,0
01/05/2025,175210,Good Samaritan Society - Parsons,KS,Yes,Yes,0,72,0,8,0,0,0,100,0,38,28,73.684,97,6,6.186
01/05/2025,175216,Wathena Healthcare & Rehabilitation Center,KS,Yes,Yes,0,115,0,5,0,0,0,83,0,41,0,0,46,0,0
01/05/2025,175218,Westview Of Derby Rehabilitation & Health Care Cen,KS,Yes,Yes,0,172,0,0,0,0,0,92,0,68,38,55.882,83,0,0
01/05/2025,175219,Kaw River Care And Rehab,KS,Yes,Yes,0,15,0,4,0,0,0,36,0,34,20,58.824,82,0,0
01/05/2025,175220,"Onaga Operator, Llc",KS,Yes,Yes,0,63,0,14,0,0,0,47,0,25,15,60,45,9,20
01/05/2025,175221,Advena Living At Fountainview,KS,Yes,Yes,0,36,0,1,0,0,0,35,0,59,30,50.847,36,0,0
01/05/2025,175223,Chase County Care And Rehab,KS,Yes,Yes,0,32,0,4,0,0,0,26,0,38,24,63.158,64,0,0
01/05/2025,175224,Moran Manor,KS,Yes,Yes,0,72,0,5,0,0,0,60,0,36,20,55.556,52,0,0
01/05/2025,175226,Medicalodges Iola,KS,Yes,Yes,0,67,0,5,0,0,0,100,0,33,23,69.697,57,0,0
01/05/2025,175228,Lansing Care And Rehab,KS,Yes,Yes,0,109,0,18,0,0,0,137,0,57,33,57.895,170,3,1.765
01/05/2025,175229,Parkway Operator Llc,KS,Yes,Yes,0,39,0,0,0,0,0,25,0,35,17,48.571,49,1,2.041
01/05/2025,175231,Good Samaritan Society - Ellsworth Village,KS,Yes,Yes,1,72,0,13,0,0,0,100,1,38,20,52.632,89,0,0
01/05/2025,175232,Pleasant Valley Manor,KS,Yes,Yes,0,58,0,2,0,0,0,64,0,41,24,58.537,55,0,0
01/05/2025,175233,Galena Nursing & Rehab Center,KS,Yes,Yes,0,78,0,10,0,0,0,76,0,38,4,10.526,54,3,5.556
01/05/2025,175236,"Hutchinson Operator, Llc",KS,Yes,Yes,0,58,0,7,0,0,0,63,0,41,0,0,82,0,0
01/05/2025,175238,Louisburg Healthcare & Rehab Center,KS,Yes,Yes,0,80,0,8,0,0,0,83,0,57,23,40.351,76,0,0
01/05/2025,175241,Sabetha Manor,KS,Yes,Yes,0,51,0,1,0,0,0,41,0,29,24,82.759,41,2,4.878
01/05/2025,175245,Edwardsville Care And Rehab,KS,Yes,Yes,0,161,0,1,0,0,0,102,0,96,0,0,106,0,0
01/05/2025,175249,Heritage Health Care Center,KS,Yes,Yes,0,137,0,7,0,0,0,123,0,52,0,0,88,0,0
01/05/2025,175250,Wellsville Manor,KS,Yes,Yes,0,48,0,0,0,0,0,112,0,65,46,70.769,163,4,2.454
01/05/2025,175253,Rolling Hills Health And Rehab,KS,Yes,Yes,2,117,0,7,0,0,0,155,2,63,45,71.429,99,2,2.02
01/05/2025,175256,Osage Nursing & Rehabilitation Center,KS,Yes,Yes,1,108,0,13,0,0,0,107,1,50,24,48,67,0,0
01/05/2025,175258,Medicalodges Fort Scott,KS,Yes,Yes,0,113,0,14,0,0,0,104,0,36,15,41.667,52,0,0
01/05/2025,175260,Good Samaritan Society - Hutchinson Village,KS,Yes,Yes,0,93,0,2,0,0,0,75,0,50,33,66,225,1,0.444
01/05/2025,175264,Medicalodges Columbus,KS,Yes,Yes,0,38,0,3,0,0,0,88,0,31,20,64.516,75,1,1.333
01/05/2025,175272,Wakefield Care And Rehab,KS,Yes,Yes,0,111,0,5,0,0,0,118,0,40,31,77.5,66,9,13.636
01/05/2025,175273,Lincoln Care And Rehab,KS,Yes,Yes,0,49,0,3,0,0,0,46,0,43,0,0,78,1,1.282
01/05/2025,175275,Medicalodges Kinsley,KS,Yes,Yes,0,50,0,7,0,0,0,57,0,29,11,37.931,35,0,0
01/05/2025,175276,North Point Skilled Nursing Center,KS,Yes,Yes,0,74,0,4,0,0,0,82,0,48,32,66.667,72,1,1.389
01/05/2025,175280,Flint Hills Care And Rehabilitation Center,KS,Yes,Yes,0,114,0,5,0,0,0,105,0,45,11,24.444,85,0,0
01/05/2025,175281,Life Care Center Of Kansas City,KS,Yes,Yes,0,91,0,2,0,0,0,66,0,67,40,59.701,87,66,75.862
01/05/2025,175282,Minneapolis Healthcare And Rehabilitation Center,KS,Yes,Yes,0,31,0,0,0,0,0,54,0,44,18,40.909,90,0,0
01/05/2025,175286,Wheatland Nursing & Rehabilitation Center,KS,Yes,Yes,0,64,0,4,0,0,0,57,0,44,33,75,54,10,18.519
01/05/2025,175287,Eureka Nursing Center,KS,Yes,Yes,0,84,0,4,0,0,0,78,0,45,25,55.556,67,0,0
01/05/2025,175290,Medicalodges Coffeyville On Midland,KS,Yes,Yes,0,257,0,14,0,0,0,276,0,74,0,0,146,0,0
01/05/2025,175291,Azria Health Great Bend,KS,Yes,Yes,0,131,0,5,0,0,0,111,0,65,48,73.846,113,2,1.77
01/05/2025,175294,Medicalodges Goddard,KS,Yes,Yes,0,122,0,8,0,0,0,89,0,45,29,64.444,78,2,2.564
01/05/2025,175295,Smith Center Health And Rehab,KS,Yes,Yes,0,92,0,7,0,0,0,81,0,41,22,53.659,59,0,0
01/05/2025,175297,Topeka Presbyterian Manor,KS,Yes,Yes,0,120,0,14,0,0,0,189,0,66,50,75.758,104,0,0
01/05/2025,175298,Riverbend Post Acute Rehabilitation,KS,Yes,Yes,0,242,0,38,0,0,0,153,0,115,76,66.087,151,0,0
01/05/2025,175302,Newton Presbyterian Manor,KS,Yes,Yes,0,91,0,14,0,0,0,144,0,50,27,54,131,0,0
01/05/2025,175304,Emporia Presbyterian Manor,KS,Yes,Yes,0,119,0,6,0,0,0,130,0,56,18,32.143,127,6,4.724
01/05/2025,175305,Lawrence Presbyterian Manor,KS,Yes,Yes,0,63,0,3,0,0,0,99,0,38,31,81.579,144,17,11.806
01/05/2025,175306,Manor Of The Plains,KS,Yes,Yes,0,44,0,0,0,0,0,124,0,27,12,44.444,108,3,2.778
01/05/2025,175310,Clay Center Presbyterian Manor,KS,Yes,Yes,0,73,0,10,0,0,0,77,0,26,6,23.077,82,19,23.171
01/05/2025,175313,Medicalodges Arkansas City,KS,Yes,Yes,0,52,0,3,0,0,0,54,0,40,17,42.5,46,2,4.348
01/05/2025,175315,Pratt Health And Rehab,KS,Yes,Yes,1,66,0,7,0,0,0,92,0,43,14,32.558,62,4,6.452
01/05/2025,175317,Neodesha Care And Rehab,KS,Yes,Yes,0,61,0,24,0,0,0,54,0,35,21,60,60,1,1.667
01/05/2025,175322,Good Samaritan Society - Hays,KS,Yes,Yes,4,76,0,5,0,0,0,136,4,44,35,79.545,87,0,0
01/05/2025,175323,Anew Healthcare,KS,Yes,Yes,0,78,0,12,0,0,0,77,0,35,15,42.857,66,0,0
01/05/2025,175324,El Dorado Care And Rehab,KS,Yes,Yes,2,59,0,5,0,0,0,67,0,34,22,64.706,50,0,0
01/05/2025,175327,Winfield Senior Living Community,KS,Yes,Yes,1,111,0,8,0,0,0,117,1,44,23,52.273,78,3,3.846
01/05/2025,175328,Good Samaritan Society - Ellis,KS,Yes,Yes,0,72,0,6,0,0,0,49,0,38,18,47.368,70,0,0
01/05/2025,175332,Rock Creek Of Ottawa,KS,Yes,Yes,0,107,0,1,0,0,0,107,0,75,50,66.667,108,0,0
01/05/2025,175335,Advena Living Of Cherryvale,KS,Yes,Yes,0,51,0,3,0,0,0,53,0,26,19,73.077,44,0,0
01/05/2025,175337,Botkin Care And Rehab,KS,Yes,Yes,0,101,0,14,0,0,0,78,0,44,28,63.636,63,1,1.587
01/05/2025,175338,"Baldwin Healthcare & Rehab Center, Llc",KS,Yes,Yes,0,93,0,5,0,0,0,54,0,59,39,66.102,144,0,0
01/05/2025,175343,Claridge Court,KS,Yes,Yes,2,60,0,4,0,0,0,55,0,46,11,23.913,182,0,0
01/05/2025,175344,Sandpiper Healthcare & Rehabilitation Center,KS,Yes,Yes,0,156,0,20,0,0,0,102,0,71,31,43.662,107,0,0
01/05/2025,175350,Cambridge Place,KS,Yes,Yes,0,159,0,15,0,0,0,119,0,76,20,26.316,125,2,1.6
01/05/2025,175351,Advena Living Of Clay Center,KS,Yes,Yes,0,46,0,1,0,0,0,20,0,17,9,52.941,22,0,0
01/05/2025,175353,"Arma Operator, Llc",KS,Yes,Yes,4,57,0,9,0,0,0,115,1,42,25,59.524,83,0,0
01/05/2025,175356,Good Samaritan Society - Decatur County,KS,Yes,Yes,0,85,0,6,0,0,0,98,0,19,2,10.526,52,3,5.769
01/05/2025,175357,Wellington Health And Rehab,KS,Yes,Yes,0,104,0,5,0,0,0,96,0,36,0,0,79,0,0
01/05/2025,175359,Good Samaritan Society - Valley Vista,KS,Yes,Yes,0,92,0,3,0,0,0,89,0,42,22,52.381,65,1,1.538
01/05/2025,175363,Medicalodges Frontenac,KS,Yes,Yes,0,79,0,3,0,0,0,83,0,36,31,86.111,65,0,0
01/05/2025,175366,Good Samaritan Society - Atwood,KS,Yes,Yes,9,63,0,4,0,0,0,56,4,25,12,48,44,0,0
01/05/2025,175369,Locust Grove Village,KS,Yes,Yes,1,87,0,4,1,0,0,97,0,35,15,42.857,64,1,1.563
01/05/2025,175373,Life Care Center Of Burlington,KS,Yes,Yes,3,152,0,20,1,0,0,112,2,76,49,64.474,108,7,6.481
01/05/2025,175374,Eastridge,KS,Yes,Yes,0,53,0,6,0,0,0,90,0,20,6,30,71,1,1.408
01/05/2025,175379,Mennonite Friendship Communities Inc,KS,Yes,Yes,4,174,0,28,0,0,0,251,0,68,34,50,159,3,1.887
01/05/2025,175389,"Yates Operator, Llc",KS,Yes,Yes,0,99,0,0,0,0,0,79,0,38,24,63.158,69,1,1.449
01/05/2025,175397,Rossville Healthcare & Rehab Center,KS,Yes,Yes,0,120,0,13,0,0,0,91,0,74,52,70.27,82,9,10.976
01/05/2025,175399,Cheney Golden Age Home,KS,Yes,Yes,0,86,0,13,0,0,0,89,0,40,23,57.5,75,2,2.667
01/05/2025,175401,Bonner Springs Nursing & Rehab Center,KS,Yes,Yes,0,83,0,24,0,0,0,41,0,36,0,0,32,1,3.125
01/05/2025,175403,Bethesda Home,KS,Yes,Yes,0,90,0,10,0,0,0,140,0,28,5,17.857,143,6,4.196
01/05/2025,175404,Buhler Sunshine Home,KS,Yes,Yes,2,93,0,6,0,0,0,169,2,49,18,36.735,144,0,0
01/05/2025,175407,Life Care Center Of Wichita,KS,Yes,Yes,0,253,0,10,0,0,0,168,0,109,23,21.101,183,9,4.918
01/05/2025,175410,"Catholic Care Center, Inc",KS,Yes,Yes,1,258,0,20,0,0,0,208,1,152,78,51.316,273,3,1.099
01/05/2025,175411,Anew Healthcare Easton,KS,Yes,Yes,0,91,0,5,0,0,0,73,0,35,21,60,58,0,0
01/05/2025,175413,Medicalodges Paola,KS,Yes,Yes,0,96,0,1,0,0,0,57,0,61,0,0,50,1,2
01/05/2025,175414,Pine Village,KS,Yes,Yes,0,91,0,4,0,0,0,76,0,68,38,55.882,216,0,0
01/05/2025,175415,Elmhaven East,KS,Yes,Yes,0,65,0,8,0,0,0,77,0,30,14,46.667,49,2,4.082
01/05/2025,175418,Providence Living Center,KS,Yes,Yes,0,129,0,2,0,0,0,134,0,75,1,1.333,60,1,1.667
01/05/2025,175419,Lincoln Park Manor Inc,KS,Yes,Yes,0,58,0,0,1,0,0,35,0,35,13,37.143,62,0,0
01/05/2025,175423,Holiday Resort Of Salina,KS,Yes,Yes,3,97,0,15,1,0,0,95,1,40,15,37.5,74,1,1.351
01/05/2025,175425,Spring Hill Care And Rehab,KS,Yes,Yes,0,100,0,4,0,0,0,64,0,33,21,63.636,72,0,0
01/05/2025,175426,Crestview Nursing & Residential Living,KS,Yes,Yes,0,47,0,0,0,0,0,48,0,24,14,58.333,65,8,12.308
01/05/2025,175434,"Oswego Operator, Llc",KS,Yes,Yes,0,33,0,3,0,0,0,46,0,31,0,0,62,0,0
01/05/2025,175435,Medicalodges Jackson County,KS,Yes,Yes,0,51,0,1,0,0,0,45,0,36,19,52.778,31,2,6.452
01/05/2025,175437,"Mcpherson Operator, Llc",KS,Yes,Yes,0,58,0,15,0,0,0,75,0,42,19,45.238,72,0,0
01/05/2025,175439,Life Care Center Of Seneca,KS,Yes,Yes,0,90,0,11,0,0,0,137,0,43,15,34.884,84,28,33.333
01/05/2025,175444,Richmond Healthcare & Rehab Center,KS,Yes,Yes,0,130,0,14,0,0,0,91,0,49,27,55.102,87,4,4.598
01/05/2025,175446,Halstead Health And Rehabilitation Center,KS,Yes,Yes,0,44,0,22,0,0,0,65,0,39,13,33.333,65,0,0
01/05/2025,175448,Aberdeen Village,KS,Yes,Yes,1,85,0,12,0,0,0,171,1,52,46,88.462,194,6,3.093
01/05/2025,175450,Anew Healthcare Oxford,KS,Yes,Yes,0,51,0,8,0,0,0,76,0,0,0,0,12,0,0
01/05/2025,175452,Orchard Gardens,KS,Yes,Yes,0,76,0,2,0,0,0,47,0,64,10,15.625,44,0,0
01/05/2025,175454,Clearwater Nursing & Rehabilitation Center,KS,Yes,Yes,0,46,0,11,0,0,0,73,0,39,29,74.359,40,0,0
01/05/2025,175455,Eskridge Care And Rehab,KS,Yes,Yes,0,86,0,3,0,0,0,52,0,60,0,0,62,0,0
01/05/2025,175456,Villa Maria,KS,Yes,Yes,9,84,0,2,1,1,0,106,8,47,34,72.34,78,1,1.282
01/05/2025,175457,Peabody Health And Rehab,KS,Yes,Yes,0,45,0,3,0,0,0,43,0,41,28,68.293,63,3,4.762
01/05/2025,175459,Wheatridge Park Care Center,KS,Yes,Yes,0,108,0,10,0,0,0,116,0,40,10,25,67,0,0
01/05/2025,175464,Medicalodges Independence,KS,Yes,Yes,0,127,0,20,0,0,0,92,0,41,26,63.415,61,7,11.475
01/05/2025,175465,Via Christi Village Pittsburg Inc,KS,Yes,Yes,0,198,0,10,0,0,0,228,0,77,47,61.039,126,0,0
01/05/2025,175466,"Lakepoint Wichita, Llc",KS,Yes,Yes,0,117,0,7,0,0,0,85,0,87,33,37.931,149,0,0
01/05/2025,175467,Kansas Christian Home,KS,Yes,Yes,0,55,0,5,0,0,0,128,0,46,36,78.261,108,3,2.778
01/05/2025,175468,Prairie Mission Retirement Village,KS,Yes,Yes,0,71,0,2,0,0,0,76,0,28,19,67.857,77,1,1.299
01/05/2025,175470,Quaker Hill Manor,KS,Yes,Yes,0,109,0,3,0,0,0,91,0,43,18,41.86,66,4,6.061
01/05/2025,175471,Westy Community Care Home,KS,Yes,Yes,5,78,0,9,0,0,0,80,0,29,13,44.828,67,6,8.955
01/05/2025,175472,Hillside Village Of De Soto Rehabilitation And Nur,KS,Yes,Yes,2,132,0,2,0,0,0,82,0,40,23,57.5,50,0,0
01/05/2025,175474,Chapman Valley Manor,KS,Yes,Yes,0,45,0,3,0,0,0,48,0,23,12,52.174,56,3,5.357
01/05/2025,175477,Leonardville Nursing Home,KS,Yes,Yes,0,98,0,6,0,0,0,62,0,45,26,57.778,117,7,5.983
01/05/2025,175478,Brookdale Rosehill,KS,Yes,Yes,7,151,0,10,0,0,0,103,1,77,36,46.753,185,6,3.243
01/05/2025,175484,Salem Home,KS,Yes,Yes,0,57,0,2,0,0,0,64,0,43,24,55.814,73,3,4.11
01/05/2025,175490,Legacy At Herington,KS,Yes,Yes,0,64,0,5,0,0,0,47,0,35,10,28.571,50,1,2
01/05/2025,175491,Hoeger House,KS,Yes,Yes,1,71,0,4,0,0,0,111,0,34,14,41.176,83,5,6.024
01/05/2025,175494,Linn Community Nursing Home,KS,Yes,Yes,0,72,0,1,0,0,0,69,0,37,23,62.162,54,0,0
01/05/2025,175498,Via Christi Village - Hays Inc,KS,Yes,Yes,5,129,0,15,2,2,0,207,5,95,71,74.737,187,1,0.535
01/05/2025,175499,The Village At Mission,KS,Yes,Yes,0,94,0,4,0,0,0,61,0,39,0,0,75,55,73.333
01/05/2025,175500,Hill Top House,KS,Yes,Yes,0,39,0,4,0,0,0,67,0,19,10,52.632,67,4,5.97
01/05/2025,175502,Medicalodges Eudora,KS,Yes,Yes,0,105,0,13,0,0,0,76,0,49,0,0,52,1,1.923
01/05/2025,175504,Spring View Manor Healthcare And Rehabilitation,KS,Yes,Yes,0,87,0,3,0,0,0,83,0,43,22,51.163,45,0,0
01/05/2025,175505,Mitchell County Hospital Health Systems Ltcu,KS,Yes,Yes,1,61,0,1,0,0,0,98,0,33,20,60.606,75,0,0
01/05/2025,175506,"Andbe Home, Inc",KS,Yes,Yes,2,90,0,23,0,0,0,92,1,31,23,74.194,59,0,0
01/05/2025,175507,Bethany Home Association,KS,Yes,Yes,0,111,0,7,0,0,0,178,0,78,50,64.103,420,14,3.333
01/05/2025,175508,Anew Healthcare And Rehab Hiawatha,KS,Yes,Yes,0,80,0,2,0,0,0,98,0,59,37,62.712,68,16,23.529
01/05/2025,175509,Sandstone Heights,KS,Yes,Yes,0,55,0,2,0,0,0,77,0,26,12,46.154,61,0,0
01/05/2025,175511,Montgomery Place Nursing Center,KS,Yes,Yes,7,80,0,11,0,0,0,76,3,42,26,61.905,78,6,7.692
01/05/2025,175516,Kansas Veterans Home,KS,Yes,Yes,0,105,0,1,0,0,0,206,0,82,56,68.293,208,23,11.058
01/05/2025,175521,The Wheatlands Health Care Center,KS,Yes,Yes,1,64,0,5,0,0,0,111,1,46,33,71.739,130,2,1.538
01/05/2025,175522,Medicalodges Great Bend,KS,Yes,Yes,0,136,0,20,0,0,0,108,0,42,19,45.238,73,1,1.37
01/05/2025,175525,Park Lane Nursing Home,KS,Yes,Yes,0,105,0,18,0,0,0,118,0,44,18,40.909,100,5,5
01/05/2025,175526,Fowler Residential Care,KS,Yes,Yes,0,15,0,0,0,0,0,30,0,18,9,50,40,0,0
01/05/2025,175527,Regent Park Rehabilitation And Healthcare,KS,Yes,Yes,0,157,0,6,0,0,0,202,0,71,24,33.803,190,8,4.211
01/05/2025,175528,Bethel Home,KS,Yes,Yes,0,79,0,5,0,0,0,160,0,53,27,50.943,125,16,12.8
01/05/2025,175530,Leisure Homestead At Stafford,KS,Yes,Yes,0,57,0,4,0,0,0,48,0,30,20,66.667,42,3,7.143
01/05/2025,175531,Atchison Senior Village Rehabilitation And Nursing,KS,Yes,Yes,0,113,0,3,0,0,0,54,0,44,12,27.273,45,0,0
01/05/2025,175533,Twin Oaks Health And Rehab,KS,Yes,Yes,0,56,0,1,0,0,0,108,0,61,36,59.016,120,2,1.667
01/05/2025,175539,Via Christi Village Ridge,KS,Yes,Yes,0,84,0,5,0,0,0,125,0,79,35,44.304,146,0,0
01/05/2025,175541,"Tallgrass Creek, Inc",KS,Yes,Yes,0,59,0,4,0,0,0,74,0,43,25,58.14,92,1,1.087
01/05/2025,175542,Advanced Health Care Of Overland Park,KS,Yes,Yes,0,43,0,2,0,0,0,39,0,47,1,2.128,94,0,0
01/05/2025,175544,"Ignite Medical Resort Rainbow Boulevard, Llc",KS,Yes,Yes,0,93,0,9,0,0,0,83,0,94,60,63.83,120,104,86.667
01/05/2025,175545,Hilltop Manor Nursing Center,KS,Yes,Yes,0,109,0,7,0,0,0,50,0,44,3,6.818,82,0,0
01/05/2025,175547,Brighton Place West,KS,Yes,Yes,0,82,0,0,0,0,0,54,0,50,0,0,30,1,3.333
01/05/2025,175548,The Healthcare Resort Of Kansas City,KS,Yes,Yes,0,82,0,2,0,0,0,79,0,65,1,1.538,94,0,0
01/05/2025,175549,Stratford Commons Rehab & Health Care Center,KS,Yes,Yes,0,143,0,8,0,0,0,99,0,55,31,56.364,49,0,0
01/05/2025,175550,Shawnee Post Acute Rehabilitation Center,KS,Yes,Yes,0,143,0,7,0,0,0,124,0,88,20,22.727,113,0,0
01/05/2025,175551,The Healthcare Resort Of Olathe,KS,Yes,Yes,2,144,0,5,0,0,0,86,0,56,1,1.786,93,0,0
01/05/2025,175554,Citizens Medical Center Ltcu,KS,Yes,Yes,0,81,0,9,0,0,0,126,0,42,26,61.905,95,2,2.105
01/05/2025,175555,The Healthcare Resort Of Topeka,KS,Yes,Yes,2,171,0,6,0,0,0,116,2,68,30,44.118,128,4,3.125
01/05/2025,175557,Azria Health Olathe,KS,Yes,Yes,0,227,0,2,0,0,0,153,0,97,76,78.351,134,3,2.239
01/05/2025,175558,The Healthcare Resort Of Leawood - Iron Horse Hlth,KS,Yes,Yes,0,55,0,1,0,0,0,52,0,66,3,4.545,90,0,0
01/05/2025,175559,Western Prairie Senior Living Llc,KS,Yes,Yes,0,69,0,1,0,0,0,97,0,35,1,2.857,89,1,1.124
01/05/2025,175560,Colonial Village,KS,Yes,Yes,0,47,0,1,0,0,0,91,0,35,24,68.571,134,0,0
01/05/2025,175561,Mount St Mary,KS,Yes,Yes,0,27,0,0,0,0,0,65,0,23,21,91.304,72,20,27.778
01/05/2025,175562,Ranch House Senior Living Llc,KS,Yes,Yes,0,92,0,7,0,0,0,110,0,38,0,0,93,1,1.075
01/05/2025,175563,Azria Health Wichita,KS,Yes,Yes,0,139,0,4,0,0,0,169,0,136,88,64.706,268,4,1.493
01/05/2025,175564,Center At Waterfront Llc,KS,Yes,Yes,0,52,0,2,0,0,0,78,0,72,23,31.944,189,7,3.704
01/05/2025,175565,Sunporch Of Smith County,KS,Yes,Yes,0,34,0,2,0,0,0,42,0,21,6,28.571,30,0,0
01/05/2025,175566,Grand Plains Skilled Nursing By Americare,KS,Yes,Yes,0,82,0,3,0,0,0,51,0,51,24,47.059,68,0,0
01/05/2025,175568,Southwind At Spearville,KS,Yes,Yes,0,2,0,0,0,0,0,14,0,14,7,50,44,2,4.545
01/05/2025,185012,Hillside Nursing And Rehabilitation Center,KY,Yes,Yes,1,145,0,1,1,0,0,153,0,55,23,41.818,100,0,0
01/05/2025,185029,River Oaks Post Acute And Rehabilitation Center,KY,Yes,Yes,0,180,0,11,0,0,0,148,0,98,47,47.959,169,25,14.793
01/05/2025,185038,The Pavilion At Kenton,KY,Yes,Yes,0,78,0,3,0,0,0,89,0,77,3,3.896,91,1,1.099
01/05/2025,185042,The Grandview Nursing And Rehabilitation Facility,KY,Yes,Yes,0,162,0,8,0,0,0,154,0,78,39,50,131,0,0
01/05/2025,185046,Salem Springlake Health & Rehabilitation Center,KY,Yes,Yes,0,118,0,11,0,0,0,98,0,52,28,53.846,67,12,17.91
01/05/2025,185049,Auburn Health Care,KY,Yes,Yes,0,69,0,6,0,0,0,60,0,46,27,58.696,80,0,0
